invoice_num,payment_method
I141658,Credit Card
I152436,Debit Card
I276807,Cash
I145372,Cash
I247264,Cash
I268142,Cash
I956543,Credit Card
I573734,Credit Card
I337324,Debit Card
I821672,Cash
I120468,Cash
I951988,Credit Card
I221547,Credit Card
I182752,Cash
I170558,Cash
I520629,Cash
I733066,Cash
I265604,Credit Card
I179759,Cash
I256619,Cash
I163528,Cash
I924814,Debit Card
I320096,Credit Card
I315253,Cash
I156674,Credit Card
I576932,Debit Card
I270441,Cash
I827488,Credit Card
I236096,Debit Card
I780940,Debit Card
I126279,Cash
I337132,Cash
I113566,Cash
I196306,Credit Card
I229719,Credit Card
I329613,Debit Card
I238285,Cash
I597660,Cash
I162737,Cash
I130989,Credit Card
I328570,Debit Card
I108567,Cash
I169204,Cash
I166361,Cash
I290124,Debit Card
I294891,Credit Card
I111440,Credit Card
I294211,Cash
I735905,Cash
I937841,Cash
I284202,Credit Card
I115449,Debit Card
I659960,Credit Card
I176554,Debit Card
I292313,Cash
I533515,Credit Card
I288268,Credit Card
I103324,Cash
I233367,Debit Card
I480312,Cash
I937134,Cash
I138038,Cash
I288025,Credit Card
I492848,Cash
I230515,Cash
I241354,Debit Card
I822406,Credit Card
I210426,Cash
I509979,Debit Card
I150364,Credit Card
I206350,Cash
I100614,Cash
I818342,Debit Card
I248898,Credit Card
I232489,Cash
I247145,Credit Card
I153775,Credit Card
I179719,Cash
I249552,Cash
I380830,Credit Card
I114843,Cash
I509775,Cash
I298023,Cash
I314226,Debit Card
I211007,Cash
I139026,Cash
I140955,Cash
I234104,Cash
I797149,Cash
I216047,Cash
I833963,Credit Card
I213268,Cash
I807712,Cash
I263829,Cash
I197447,Debit Card
I222463,Cash
I875529,Cash
I443994,Credit Card
I128638,Cash
I526892,Debit Card
I160932,Credit Card
I278211,Debit Card
I232117,Credit Card
I469490,Credit Card
I677367,Credit Card
I360069,Cash
I677787,Credit Card
I186360,Credit Card
I159210,Cash
I267759,Cash
I133928,Cash
I139530,Cash
I155338,Debit Card
I106470,Cash
I175718,Debit Card
I766238,Cash
I339994,Cash
I213491,Debit Card
I491239,Debit Card
I149830,Credit Card
I104473,Debit Card
I504418,Credit Card
I155694,Cash
I260419,Credit Card
I287965,Cash
I652436,Cash
I870519,Cash
I224038,Debit Card
I170927,Credit Card
I582909,Cash
I153766,Cash
I269050,Cash
I250253,Debit Card
I136804,Cash
I136504,Debit Card
I194113,Credit Card
I622329,Debit Card
I250385,Cash
I282695,Credit Card
I206642,Debit Card
I245988,Credit Card
I264264,Credit Card
I253061,Credit Card
I141939,Cash
I179672,Cash
I283507,Debit Card
I485162,Credit Card
I138219,Cash
I369631,Cash
I285013,Credit Card
I288639,Cash
I145668,Credit Card
I203772,Cash
I280961,Debit Card
I224642,Credit Card
I192290,Credit Card
I118084,Cash
I272181,Credit Card
I278920,Credit Card
I187920,Debit Card
I328192,Credit Card
I953657,Debit Card
I226372,Cash
I130494,Debit Card
I237041,Cash
I182523,Cash
I307391,Credit Card
I253364,Debit Card
I123565,Credit Card
I267637,Credit Card
I266070,Debit Card
I197896,Credit Card
I177082,Credit Card
I182326,Cash
I285766,Cash
I327416,Credit Card
I449724,Debit Card
I261996,Credit Card
I193095,Credit Card
I242047,Credit Card
I173444,Cash
I262529,Cash
I248042,Debit Card
I487727,Cash
I257855,Debit Card
I210526,Debit Card
I200558,Cash
I654306,Credit Card
I258460,Credit Card
I243264,Cash
I151138,Cash
I247306,Cash
I673195,Cash
I431780,Credit Card
I323800,Cash
I939160,Cash
I351510,Debit Card
I119332,Cash
I862119,Cash
I212519,Debit Card
I260086,Credit Card
I165750,Credit Card
I297633,Cash
I152967,Credit Card
I160076,Cash
I133922,Debit Card
I176514,Credit Card
I825155,Credit Card
I271897,Credit Card
I400888,Debit Card
I323718,Cash
I133821,Cash
I134446,Cash
I549884,Debit Card
I112064,Cash
I352477,Cash
I267362,Credit Card
I651687,Cash
I199027,Debit Card
I204418,Credit Card
I230057,Credit Card
I219372,Cash
I257456,Debit Card
I225296,Credit Card
I237248,Cash
I228474,Debit Card
I129050,Cash
I242447,Cash
I140537,Credit Card
I810843,Cash
I335616,Cash
I763903,Debit Card
I203134,Cash
I671317,Cash
I173571,Credit Card
I192662,Credit Card
I907293,Cash
I296279,Credit Card
I780560,Cash
I193565,Cash
I233758,Cash
I978050,Cash
I574237,Debit Card
I218288,Credit Card
I920171,Debit Card
I321278,Credit Card
I946492,Cash
I265839,Debit Card
I184859,Cash
I334188,Cash
I223615,Cash
I750563,Credit Card
I283725,Cash
I190799,Credit Card
I187927,Cash
I132511,Cash
I309833,Cash
I292286,Cash
I280387,Cash
I116937,Credit Card
I156748,Cash
I888064,Cash
I276626,Credit Card
I133952,Cash
I277194,Debit Card
I841597,Credit Card
I273164,Credit Card
I320504,Credit Card
I325460,Credit Card
I176043,Cash
I203526,Debit Card
I337611,Debit Card
I332809,Cash
I196861,Credit Card
I311320,Debit Card
I137236,Debit Card
I198802,Cash
I325531,Credit Card
I235853,Cash
I782749,Credit Card
I262474,Debit Card
I953752,Cash
I179301,Credit Card
I298561,Cash
I184490,Credit Card
I229390,Cash
I235821,Debit Card
I225155,Cash
I942018,Debit Card
I312066,Credit Card
I266425,Cash
I218472,Debit Card
I265212,Cash
I207003,Debit Card
I108125,Cash
I115607,Credit Card
I983925,Cash
I299483,Cash
I115856,Cash
I270947,Credit Card
I233823,Credit Card
I301321,Credit Card
I139837,Credit Card
I284663,Credit Card
I143821,Credit Card
I246032,Credit Card
I271880,Cash
I292522,Credit Card
I196500,Credit Card
I237866,Credit Card
I135969,Cash
I732112,Cash
I251728,Credit Card
I288293,Cash
I201971,Credit Card
I262808,Debit Card
I148577,Cash
I249148,Cash
I273172,Cash
I129845,Debit Card
I645871,Cash
I213045,Credit Card
I138426,Credit Card
I208808,Credit Card
I277426,Cash
I682173,Credit Card
I268314,Cash
I123918,Cash
I575449,Cash
I139745,Cash
I555520,Credit Card
I233432,Credit Card
I585456,Debit Card
I428525,Cash
I105721,Credit Card
I295363,Cash
I402236,Cash
I238603,Cash
I166214,Cash
I286651,Cash
I227452,Cash
I400039,Debit Card
I101185,Credit Card
I104505,Credit Card
I236010,Cash
I128426,Cash
I245580,Cash
I150967,Cash
I156396,Cash
I107609,Credit Card
I312520,Credit Card
I128626,Cash
I119685,Debit Card
I939386,Cash
I221408,Credit Card
I136331,Debit Card
I126694,Cash
I299720,Credit Card
I305702,Credit Card
I203747,Debit Card
I240208,Credit Card
I285149,Credit Card
I318091,Credit Card
I806714,Debit Card
I498086,Cash
I101433,Credit Card
I130735,Credit Card
I114739,Debit Card
I132661,Cash
I733046,Debit Card
I188063,Cash
I526600,Credit Card
I338543,Credit Card
I230511,Credit Card
I187255,Debit Card
I700893,Debit Card
I140282,Cash
I302650,Credit Card
I223446,Credit Card
I173395,Credit Card
I325592,Debit Card
I259898,Debit Card
I165693,Cash
I105737,Cash
I572573,Debit Card
I192192,Cash
I614836,Credit Card
I153262,Credit Card
I130929,Credit Card
I189542,Credit Card
I311153,Credit Card
I251242,Debit Card
I341437,Debit Card
I239588,Cash
I159844,Credit Card
I532304,Credit Card
I250922,Debit Card
I247538,Cash
I338605,Cash
I229333,Cash
I103881,Cash
I517431,Cash
I468954,Debit Card
I480105,Debit Card
I203426,Credit Card
I232549,Cash
I893324,Credit Card
I172235,Credit Card
I737951,Cash
I320668,Cash
I328185,Credit Card
I213763,Cash
I606143,Credit Card
I117413,Cash
I112416,Credit Card
I182988,Cash
I192573,Debit Card
I233105,Cash
I282122,Cash
I236201,Credit Card
I192798,Cash
I130056,Credit Card
I895460,Credit Card
I614132,Credit Card
I118954,Cash
I282396,Credit Card
I184280,Cash
I218805,Debit Card
I726460,Cash
I134524,Cash
I237267,Debit Card
I123592,Cash
I311897,Credit Card
I131266,Cash
I325655,Cash
I268043,Credit Card
I256045,Cash
I272016,Cash
I212437,Debit Card
I148903,Debit Card
I128697,Debit Card
I769237,Cash
I412880,Cash
I205330,Cash
I229246,Credit Card
I179204,Credit Card
I836482,Cash
I188307,Debit Card
I212793,Debit Card
I273623,Credit Card
I168974,Debit Card
I116237,Credit Card
I257596,Cash
I338518,Credit Card
I116542,Cash
I147428,Credit Card
I308961,Debit Card
I315393,Debit Card
I784209,Credit Card
I324526,Credit Card
I465045,Debit Card
I498608,Cash
I258245,Credit Card
I333609,Credit Card
I241328,Credit Card
I296235,Debit Card
I312185,Credit Card
I251780,Credit Card
I182236,Credit Card
I170200,Cash
I916921,Cash
I282707,Cash
I248285,Cash
I280072,Credit Card
I145366,Cash
I339493,Debit Card
I107778,Cash
I331753,Cash
I939220,Cash
I825857,Cash
I207089,Debit Card
I106077,Credit Card
I767758,Debit Card
I433700,Debit Card
I992148,Credit Card
I683509,Cash
I125822,Cash
I595458,Credit Card
I474169,Cash
I155156,Cash
I337033,Cash
I312739,Cash
I168776,Credit Card
I295198,Debit Card
I172756,Credit Card
I325631,Debit Card
I322409,Credit Card
I287018,Credit Card
I137526,Debit Card
I308925,Cash
I146069,Credit Card
I238630,Cash
I694059,Debit Card
I280887,Debit Card
I153137,Cash
I331013,Cash
I829630,Credit Card
I130454,Cash
I577375,Cash
I556661,Credit Card
I259713,Cash
I106060,Cash
I328760,Credit Card
I163650,Debit Card
I952267,Cash
I241369,Credit Card
I236941,Debit Card
I742558,Debit Card
I150030,Cash
I678176,Debit Card
I202787,Credit Card
I259928,Cash
I187434,Cash
I178537,Credit Card
I145647,Cash
I250140,Cash
I274561,Cash
I563988,Credit Card
I184787,Cash
I142757,Cash
I146425,Credit Card
I252950,Credit Card
I222560,Debit Card
I194729,Debit Card
I363662,Cash
I830538,Debit Card
I263671,Credit Card
I175764,Cash
I316876,Cash
I219281,Cash
I309668,Credit Card
I145520,Credit Card
I195815,Debit Card
I114768,Credit Card
I288819,Cash
I325594,Cash
I245614,Cash
I998114,Debit Card
I189159,Credit Card
I136074,Cash
I120756,Credit Card
I256494,Credit Card
I177680,Cash
I426443,Credit Card
I320282,Cash
I253195,Cash
I140977,Cash
I883324,Cash
I250095,Cash
I179339,Cash
I617812,Credit Card
I171490,Debit Card
I114664,Debit Card
I309566,Credit Card
I159122,Cash
I288985,Cash
I228933,Credit Card
I253992,Credit Card
I144724,Cash
I156932,Credit Card
I247265,Credit Card
I112607,Credit Card
I698178,Debit Card
I320224,Debit Card
I836701,Cash
I338817,Cash
I324135,Credit Card
I287372,Cash
I102314,Credit Card
I274215,Debit Card
I102024,Credit Card
I201864,Credit Card
I264140,Debit Card
I109014,Credit Card
I532109,Cash
I323323,Credit Card
I109293,Cash
I328692,Cash
I238432,Credit Card
I228011,Credit Card
I139556,Credit Card
I490823,Cash
I136919,Credit Card
I317456,Debit Card
I290100,Debit Card
I190396,Credit Card
I429412,Credit Card
I127143,Cash
I232019,Cash
I359051,Cash
I179596,Cash
I115585,Cash
I151272,Credit Card
I565921,Cash
I619128,Credit Card
I216527,Credit Card
I226728,Credit Card
I128088,Cash
I211985,Credit Card
I118405,Cash
I165270,Credit Card
I229252,Credit Card
I109453,Cash
I302199,Credit Card
I202056,Debit Card
I284964,Cash
I610353,Cash
I133261,Cash
I195162,Cash
I236411,Credit Card
I250040,Debit Card
I352528,Credit Card
I135368,Debit Card
I955408,Cash
I846963,Cash
I260572,Cash
I266552,Cash
I166823,Cash
I441644,Credit Card
I477622,Cash
I177479,Cash
I312040,Cash
I138016,Cash
I324094,Credit Card
I160204,Credit Card
I699353,Cash
I760747,Credit Card
I809166,Cash
I213132,Cash
I557804,Credit Card
I251885,Debit Card
I210070,Credit Card
I108083,Credit Card
I260439,Cash
I395976,Cash
I322773,Credit Card
I406748,Credit Card
I198933,Credit Card
I492378,Credit Card
I273156,Credit Card
I220388,Cash
I338987,Credit Card
I274795,Credit Card
I147688,Cash
I599893,Credit Card
I264838,Cash
I198746,Debit Card
I217191,Debit Card
I172641,Cash
I260183,Credit Card
I280133,Cash
I185216,Cash
I273366,Credit Card
I680142,Cash
I235763,Credit Card
I193882,Debit Card
I126377,Credit Card
I205408,Credit Card
I266781,Cash
I166220,Credit Card
I351200,Debit Card
I665541,Credit Card
I724118,Cash
I151977,Credit Card
I455730,Debit Card
I269524,Cash
I277655,Credit Card
I232062,Credit Card
I275218,Debit Card
I291610,Debit Card
I110328,Debit Card
I106120,Debit Card
I260295,Credit Card
I275256,Cash
I243617,Cash
I401939,Debit Card
I178874,Debit Card
I260871,Credit Card
I121196,Credit Card
I192278,Cash
I225017,Cash
I195905,Credit Card
I463814,Cash
I204700,Cash
I265444,Cash
I265466,Debit Card
I302795,Credit Card
I134632,Debit Card
I186508,Cash
I329454,Debit Card
I171114,Credit Card
I478239,Debit Card
I795476,Credit Card
I852985,Debit Card
I255433,Credit Card
I953834,Cash
I195320,Debit Card
I294064,Credit Card
I232704,Cash
I262125,Debit Card
I181742,Cash
I330371,Cash
I182761,Cash
I737451,Cash
I187881,Cash
I158989,Cash
I114287,Cash
I105807,Cash
I252397,Credit Card
I238290,Credit Card
I256981,Credit Card
I325373,Credit Card
I327863,Cash
I688566,Cash
I162399,Cash
I258266,Credit Card
I203735,Debit Card
I999141,Debit Card
I921064,Cash
I163738,Credit Card
I562073,Cash
I177577,Credit Card
I109901,Debit Card
I191945,Cash
I180528,Credit Card
I188190,Cash
I153391,Debit Card
I249926,Cash
I680241,Credit Card
I549888,Credit Card
I277227,Debit Card
I827306,Cash
I246515,Debit Card
I189399,Credit Card
I250203,Credit Card
I207734,Debit Card
I104160,Cash
I750875,Cash
I150787,Cash
I192025,Cash
I147543,Cash
I150897,Debit Card
I620781,Cash
I617738,Cash
I102075,Cash
I337634,Cash
I214783,Cash
I222687,Credit Card
I587311,Debit Card
I254588,Debit Card
I113173,Cash
I251930,Credit Card
I271727,Credit Card
I102879,Debit Card
I630114,Credit Card
I288329,Credit Card
I119466,Debit Card
I317983,Cash
I332021,Credit Card
I156332,Debit Card
I415397,Credit Card
I109938,Cash
I108380,Cash
I787252,Debit Card
I289828,Cash
I136586,Debit Card
I262142,Credit Card
I194094,Cash
I316429,Debit Card
I136751,Credit Card
I881027,Debit Card
I125739,Credit Card
I193038,Cash
I320496,Credit Card
I453737,Credit Card
I757911,Cash
I323948,Cash
I112259,Credit Card
I118678,Cash
I283249,Credit Card
I187189,Credit Card
I257616,Debit Card
I332867,Cash
I177031,Cash
I151701,Debit Card
I288674,Credit Card
I199817,Debit Card
I246003,Debit Card
I210025,Debit Card
I297592,Debit Card
I453056,Debit Card
I117593,Credit Card
I270491,Cash
I439007,Credit Card
I759716,Cash
I322854,Cash
I314442,Credit Card
I323790,Credit Card
I298309,Cash
I214481,Credit Card
I315324,Credit Card
I295488,Credit Card
I277787,Credit Card
I195631,Debit Card
I336794,Cash
I233231,Cash
I271914,Debit Card
I132664,Cash
I547257,Cash
I338169,Credit Card
I234807,Debit Card
I288981,Cash
I279029,Credit Card
I847530,Debit Card
I195270,Credit Card
I229717,Cash
I262083,Cash
I318556,Cash
I105218,Cash
I129344,Cash
I507491,Cash
I966297,Debit Card
I310552,Cash
I187771,Debit Card
I281054,Cash
I283927,Debit Card
I320851,Debit Card
I128645,Debit Card
I860599,Credit Card
I219513,Credit Card
I160545,Credit Card
I241813,Cash
I199956,Credit Card
I826044,Cash
I280091,Cash
I469098,Debit Card
I584641,Cash
I504058,Cash
I106639,Cash
I604957,Cash
I187370,Credit Card
I752673,Credit Card
I141877,Debit Card
I712241,Credit Card
I143573,Cash
I224689,Debit Card
I175593,Cash
I177200,Debit Card
I935961,Credit Card
I135566,Cash
I241446,Cash
I285705,Cash
I312730,Credit Card
I106687,Cash
I294120,Cash
I193677,Debit Card
I206495,Credit Card
I320477,Credit Card
I295357,Credit Card
I571169,Credit Card
I258534,Credit Card
I262465,Debit Card
I266757,Debit Card
I169832,Credit Card
I250728,Cash
I200329,Cash
I942584,Debit Card
I178338,Credit Card
I229929,Debit Card
I288683,Cash
I138961,Credit Card
I802719,Cash
I195394,Credit Card
I170017,Credit Card
I211919,Cash
I321071,Cash
I297517,Debit Card
I115753,Credit Card
I136471,Debit Card
I273192,Cash
I155987,Cash
I257283,Cash
I320828,Cash
I281208,Cash
I149132,Cash
I140633,Cash
I228653,Credit Card
I111719,Cash
I223855,Cash
I334012,Debit Card
I178136,Cash
I221992,Cash
I159071,Debit Card
I332936,Cash
I118080,Cash
I224355,Debit Card
I244653,Cash
I397250,Cash
I269574,Credit Card
I171167,Debit Card
I208346,Debit Card
I115916,Debit Card
I258976,Credit Card
I613437,Cash
I328664,Cash
I121868,Cash
I678904,Cash
I964061,Debit Card
I554701,Credit Card
I252115,Cash
I101953,Cash
I284094,Credit Card
I268013,Cash
I228335,Credit Card
I265038,Cash
I177918,Debit Card
I244859,Debit Card
I318281,Cash
I262830,Cash
I234396,Credit Card
I193049,Cash
I230897,Credit Card
I163127,Debit Card
I885570,Credit Card
I266672,Debit Card
I212643,Cash
I235015,Debit Card
I141833,Credit Card
I303401,Cash
I135417,Credit Card
I189270,Credit Card
I336053,Cash
I266127,Credit Card
I155865,Debit Card
I327129,Debit Card
I186732,Credit Card
I254938,Credit Card
I256253,Debit Card
I509314,Credit Card
I301088,Debit Card
I208121,Credit Card
I291415,Credit Card
I240463,Cash
I797307,Cash
I232977,Credit Card
I297587,Cash
I199851,Debit Card
I104142,Cash
I305296,Credit Card
I210408,Debit Card
I240128,Cash
I262913,Debit Card
I252801,Cash
I970055,Cash
I110965,Cash
I122185,Cash
I265794,Debit Card
I107823,Credit Card
I331526,Credit Card
I215478,Cash
I211868,Cash
I117485,Credit Card
I289114,Debit Card
I289729,Credit Card
I241785,Credit Card
I427761,Credit Card
I337706,Credit Card
I166626,Debit Card
I236314,Cash
I197190,Credit Card
I239523,Credit Card
I182617,Credit Card
I302532,Cash
I842391,Cash
I280218,Credit Card
I214625,Cash
I197067,Cash
I174518,Credit Card
I983066,Cash
I287344,Cash
I312173,Cash
I256067,Cash
I185510,Cash
I114880,Debit Card
I204170,Credit Card
I984094,Credit Card
I159057,Debit Card
I174489,Cash
I939947,Cash
I946274,Cash
I371992,Debit Card
I149026,Credit Card
I287041,Credit Card
I323407,Credit Card
I433430,Debit Card
I140863,Debit Card
